,tesla_model_3 (1),tesla_model_3 (2),tesla_model_3 (3),tesla_model_3 (4),vw_id3_pro (1),vw_id3_pro (2),vw_id3_pro (3),vw_id3_pro (4),vw_id7 (1),vw_id7 (2),vw_id7 (3),vw_id7 (4),bmw_i4_m50 (1),bmw_i4_m50 (2),bmw_i4_m50 (3),bmw_i4_m50 (4),benz_eqe_300 (1),benz_eqe_300 (2),benz_eqe_300 (3),benz_eqe_300 (4)
2023-03-01 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01 16:00:00,0.0,0.0,0.0,0.004703049916273805,0.003321029530152492,0.0,0.003307670083050328,0.0050303994444088765,0.003637532411249723,0.0,0.0,0.004196597225015531,0.0,0.0,0.0,0.0,0.004458532200499223,0.003806139950729556,0.0,0.0
2023-03-01 17:00:00,0.0,0.004189575332641415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004634821451993423,0.0025964750523635375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01 18:00:00,0.0038182427446484704,0.0,0.004100322107730344,0.0,0.0,0.0035871660476603424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045338057559491385,0.00561551276188642,0.004197943817304937,0.0,0.0,0.004170723270214328,0.003186594617857393
2023-03-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021757695794963543,0.0,0.0,0.0,0.003915833582068626,0.0,0.0,0.0,0.0028813538879168066,0.002661196559492603
2023-03-02 07:00:00,0.0,0.0024053400009963312,0.0,0.0,0.0,0.0,0.0,0.0,0.002511227242269359,0.0022088185248274623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031198591563653694,0.0,0.0
2023-03-02 08:00:00,0.002201662136951261,0.0,0.0,0.002142595921477417,0.0021637419116898714,0.001955689587508742,0.0,0.0,0.0,0.0,0.0,0.003235039391496681,0.0,0.0,0.0,0.0,0.0029909650865592237,0.0,0.0,0.0
2023-03-02 09:00:00,0.0,0.0,0.0027070528323206336,0.0,0.0,0.0,0.0020748628416729204,0.0032720304781233426,0.0,0.0,0.0,0.0,0.0,0.0032486172635312724,0.0,0.0032664566514139163,0.0,0.0,0.0,0.0
2023-03-02 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-02 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-02 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-02 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-02 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-02 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-02 16:00:00,0.0,0.0042991603128326485,0.0033942923009423176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029169032070765094,0.0,0.0,0.00511253675164526,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-02 17:00:00,0.0,0.0,0.0,0.003571926458892524,0.002713804844018848,0.0029233460541161632,0.00270197754438118,0.0,0.0,0.0029327174213965414,0.0,0.0,0.0,0.0,0.0,0.005115019125721295,0.0,0.003908741801341438,0.003702072620888828,0.003564673382841983
2023-03-02 18:00:00,0.0039239736451706485,0.0,0.0,0.0,0.0,0.0,0.0,0.005231097792134359,0.003355329567632397,0.0,0.0,0.005132158439813234,0.0,0.0,0.005641053249997667,0.0,0.0042193353279772125,0.0,0.0,0.0
2023-03-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-03 06:00:00,0.0,0.0,0.0,0.002191011632402778,0.002289293042161553,0.0,0.0,0.0,0.0,0.0,0.0019651518267850216,0.0027708986864399955,0.0,0.0,0.0,0.0,0.0025670031397395797,0.0026177977912280248,0.003198050340136748,0.0
2023-03-03 07:00:00,0.0,0.003706720345022824,0.0,0.0,0.0,0.0,0.0,0.0028028245719849275,0.0,0.0,0.0,0.0,0.0,0.003140623669261447,0.0,0.003009740116636705,0.0,0.0,0.0,0.0028780597992068635
2023-03-03 08:00:00,0.002687559132994536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020847871625626364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-03 09:00:00,0.0,0.0,0.002479388245435484,0.0,0.0,0.0020335505158947686,0.002352046256527546,0.0,0.0,0.0022110562060410196,0.0,0.0,0.0,0.0,0.0029787950327512624,0.0,0.0,0.0,0.0,0.0
2023-03-03 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-03 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-03 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-03 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-03 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-03 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-03 16:00:00,0.0035829000612029095,0.0,0.0032452105658419433,0.0,0.0,0.0035852068568657572,0.0,0.0,0.003369215129290935,0.0,0.0,0.0,0.0,0.0,0.0,0.0037253391632094818,0.0,0.00427785862700711,0.0,0.0
2023-03-03 17:00:00,0.0,0.0,0.0,0.003982149145522797,0.0031231493940813387,0.0,0.0,0.004049510697801746,0.0,0.0,0.0,0.0,0.0,0.005092219854669147,0.003721872393722713,0.0,0.0,0.0,0.0,0.004076349725328791
2023-03-03 18:00:00,0.0,0.00470124721885967,0.0,0.0,0.0,0.0,0.003288077527629295,0.0,0.0,0.00394089686765436,0.0034624618056478575,0.004050918667188367,0.0,0.0,0.0,0.0,0.0036365792212250257,0.0,0.004203977065201338,0.0
2023-03-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-04 06:00:00,0.002154001331966928,0.0,0.0,0.0023222794282358843,0.0,0.0,0.0,0.0,0.0,0.0,0.0014589732811511127,0.0,0.0,0.0,0.0,0.002705968433961492,0.0,0.0,0.0,0.0
2023-03-04 07:00:00,0.0,0.002874639937157768,0.0,0.0,0.0,0.0,0.0,0.0,0.0025031239205042487,0.0025592619555287154,0.0,0.003138786667052818,0.0,0.0031160310545545137,0.0,0.0,0.002586386148311058,0.0,0.0,0.0
2023-03-04 08:00:00,0.0,0.0,0.0024092050259597844,0.0,0.002854053328349099,0.00196833960638427,0.0016942624768601774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021062750689923777,0.0,0.0025838063812830816
2023-03-04 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002974281790581634,0.0,0.0,0.0,0.0,0.0,0.0,0.0038934330021465286,0.0,0.0,0.0,0.002232147455714726,0.0
2023-03-04 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-04 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-04 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-04 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-04 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-04 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-04 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00380616448973347,0.0034805464782447734,0.003559595251284578,0.0,0.0,0.0,0.00562194381996082,0.0056516870151179085,0.0,0.0,0.0,0.003937680532595781,0.0
2023-03-04 17:00:00,0.0,0.0,0.0,0.0,0.003813825867567924,0.0032050964717770364,0.002687516871320968,0.0,0.0,0.0,0.0,0.003983348989531672,0.0,0.0,0.0,0.0,0.004135561692832602,0.0,0.0,0.003961796105599021
2023-03-04 18:00:00,0.003410746088286231,0.0035575070502111912,0.0034677895082978606,0.004125502298810467,0.0,0.0,0.0,0.0,0.0,0.0,0.0024165954585640193,0.0,0.0,0.0,0.0,0.004441243996918922,0.0,0.003813644617873417,0.0,0.0
2023-03-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-05 06:00:00,0.0,0.0,0.0,0.0,0.002421271600181411,0.0,0.0,0.0,0.0,0.0,0.0015738469808587714,0.0,0.0,0.0,0.0,0.002985851106860104,0.0,0.002808520617870376,0.0,0.0
2023-03-05 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0021629636644965194,0.002387405511059578,0.0024915773299646147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021850235807760405
2023-03-05 08:00:00,0.002595443306720084,0.0030459302375428036,0.0,0.002319693087112158,0.0,0.0,0.0,0.0,0.0,0.002783212634488152,0.0,0.0028872542345747946,0.0,0.0,0.0,0.0,0.003044866472220934,0.0,0.002703437174083739,0.0
2023-03-05 09:00:00,0.0,0.0,0.00225696457235469,0.0,0.0,0.002451615308575699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003173722532467538,0.002782007361884222,0.0,0.0,0.0,0.0,0.0
2023-03-05 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-05 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-05 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-05 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-05 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-05 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-05 16:00:00,0.0,0.00466653223490854,0.0,0.0029227385201148186,0.0,0.0,0.0,0.0,0.0031322624605419668,0.004783068999694099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-05 17:00:00,0.003408689095011489,0.0,0.0,0.0,0.0,0.0034778531853397405,0.002815685622523594,0.0,0.0,0.0,0.002447667423599171,0.004627014095638515,0.0,0.0040482918691674055,0.003872845874616801,0.0,0.003781290035464038,0.0,0.004046251365643924,0.0
2023-03-05 18:00:00,0.0,0.0,0.0036663237519594495,0.0,0.002975364107336336,0.0,0.0,0.003826678070559277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038509794935588097,0.0,0.0036715031005566507,0.0,0.003769182981910279
2023-03-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-06 06:00:00,0.0,0.0026200086352198273,0.0,0.003198472634487539,0.0,0.0,0.0,0.0,0.0025006542472770293,0.003223056374692016,0.0017442477249298546,0.0,0.0,0.0031128725841078333,0.002807323667255234,0.0,0.0,0.002172608524561348,0.0,0.0
2023-03-06 07:00:00,0.0,0.0,0.0032063319375821987,0.0,0.0024251289021653367,0.0,0.002565294436020344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026716589070269023,0.0,0.0,0.0
2023-03-06 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037645293018241156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004135122062512958,0.0,0.0,0.0,0.0
2023-03-06 09:00:00,0.002050803832204648,0.0,0.0,0.0,0.0,0.0020336427112179045,0.0,0.0,0.0,0.0,0.0,0.0025114492614744647,0.0,0.0,0.0,0.0,0.0,0.0,0.0027689240746342552,0.0019929501068908628
2023-03-06 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-06 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-06 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
